symbol,description,gics_sector,equity_securities,cap_size
EGBN,Eagle Bancorp Inc,Financials,Common stocks,Small cap
LBAI,Lakeland Bancorp Inc,Financials,Common stocks,Small cap
VBTX,Veritex Holdings Inc,Financials,Common stocks,Small cap
NCBS,Nicolet Bankshares Inc,Financials,Common stocks,Small cap
OBNK,Origin Bancorp Inc,Financials,Common stocks,Small cap
TSC,Tristate Capital Holdings Inc,Financials,Common stocks,Small cap
GABC,German American Bancorp Inc,Financials,Common stocks,Small cap
CFFN,Capitol Federal Financial Inc,Financials,Common stocks,Small cap
TMP,Tompkins Financial Corp,Financials,Common stocks,Small cap
NIC,Nicolet Bankshares Inc.,Financials,Common stocks,Small cap
BRKL,Brookline Bancorp Inc,Financials,Common stocks,Small cap
DCOM,Dime Community Bancshares Inc,Financials,Common stocks,Small cap
AVAL,Grupo Aval Acciones y Valores ADRs,Financials,ADRs,Small cap
BY,Byline Bancorp Inc.,Financials,Common stocks,Small cap
BBAR,BBVA Banco Frances S.A.,Financials,Common stocks,Small cap
ABTX,Allegiance Bancshares Inc,Financials,Common stocks,Small cap
FBMS,First Bancshares Inc,Financials,Common stocks,Small cap
BFC,Bank First National Corporation,Financials,Common stocks,Small cap
HFWA,Heritage Financial Corp,Financials,Common stocks,Small cap
AMTB,Mercantil Bank Holding Corporation - Class A,Financials,Common stocks,Small cap
PEBO,Peoples Bancorp Inc,Financials,Common stocks,Small cap
PFC,Premier Financial Corp.,Financials,Common stocks,Small cap
QCRH,QCR Holdings Inc,Financials,Common stocks,Small cap
CBTX,"CBTX, Inc.",Financials,Common stocks,Small cap
BANC,Banc Of California Inc,Financials,Common stocks,Small cap
PFBC,Preferred Bank,Financials,Common stocks,Small cap
RBCAA,Republic Bancorp Inc Class A,Financials,Common stocks,Small cap
UVSP,Univest Corporation Of Pennsylvania,Financials,Common stocks,Small cap
CTBI,Community Trust Bancorp Inc Trust,Financials,Common stocks,Small cap
CNOB,Connectone Bancorp Inc,Financials,Common stocks,Small cap
GSBC,Great Southern Bancorp Inc,Financials,Common stocks,Small cap
HBT,"HBT Financial, Inc.",Financials,Common stocks,Small cap
OSBC,Old Second Bancorp Inc,Financials,Common stocks,Small cap
TRST,Trustco Bank Corp,Financials,Common stocks,Small cap
WASH,Washington Trust Bancorp Inc,Financials,Common stocks,Small cap
HONE,"HarborOne Bancorp, Inc.",Financials,Common stocks,Small cap
HAFC,Hanmi Financial Corp,Financials,Common stocks,Small cap
NFBK,Northfield Bancorp Inc,Financials,Common stocks,Small cap
AMAL,Amalgamated Bank Class A,Financials,Common stocks,Small cap
KRNY,Kearny Financial Test Corp,Financials,Common stocks,Small cap
CUBI,Customers Bancorp Inc,Financials,Common stocks,Small cap
FMBH,First Mid Illinois Bancshares Inc,Financials,Common stocks,Small cap
CFB,"CrossFirst Bankshares, Inc.",Financials,Common stocks,Small cap
CAC,Camden National Corp,Financials,Common stocks,Small cap
PGC,Peapack Gladstone Financial Corp,Financials,Common stocks,Small cap
HTBK,Heritage Commerce Corp,Financials,Common stocks,Small cap
CATC,Cambridge Bancorp,Financials,Common stocks,Small cap
CCBG,Capital City Bank Inc,Financials,Common stocks,Small cap
CPF,Central Pacific Financial Corp,Financials,Common stocks,Small cap
MBWM,Mercantile Bank Corp,Financials,Common stocks,Small cap
CCB,Coastal Financial Corporation,Financials,Common stocks,Small cap
HIFS,Hingham Institution For Savings,Financials,Common stocks,Small cap
MSBI,Midland States Bancorp Inc,Financials,Common stocks,Small cap
FMNB,Farmers National Banc Corp,Financials,Common stocks,Small cap
LBC,Luther Burbank Corporation,Financials,Common stocks,Small cap
BLX,Banco Latinoamericano De Comercio,Financials,Common stocks,Small cap
HBNC,"Horizon Bancorp, Inc.",Financials,Common stocks,Small cap
THFF,First Financial Corporation,Financials,Common stocks,Small cap
HTBI,Hometrust Bancshares Inc,Financials,Common stocks,Small cap
SMBC,Southern Missouri Bancorp Inc,Financials,Common stocks,Small cap
FCBC,First Community Bancshares Inc,Financials,Common stocks,Small cap
BFST,Business First Bancshares Inc.,Financials,Common stocks,Small cap
FFIC,Flushing Financial Corp,Financials,Common stocks,Small cap
AROW,Arrow Financial Corp,Financials,Common stocks,Small cap
MPB,Mid Penn Bancorp Inc,Financials,Common stocks,Small cap
MCBS,"MetroCity Bankshares, Inc.",Financials,Common stocks,Small cap
CCNE,CNB Financial Corp,Financials,Common stocks,Small cap
BHB,Bar Harbor Bankshares,Financials,Common stocks,Small cap
SMBK,"SmartFinancial, Inc.",Financials,Common stocks,Small cap
FFWM,First Foundation Inc,Financials,Common stocks,Small cap
GCBC,Greene County Bancorp Inc,Financials,Common stocks,Small cap
MCB,Metropolitan Bank Holding Corp.,Financials,Common stocks,Small cap
EBTC,Enterprise Bancorp Inc,Financials,Common stocks,Small cap
EQBK,Equity Bancshares Inc Class A,Financials,Common stocks,Small cap
SPFI,"South Plains Financial, Inc.",Financials,Common stocks,Small cap
BMRC,Bank Of Marin Bancorp,Financials,Common stocks,Small cap
MOFG,Midwestone Financial Group Inc,Financials,Common stocks,Small cap
IBCP,Independent Bank Corp,Financials,Common stocks,Small cap
MCBC,Macatawa Bank Corp,Financials,Common stocks,Small cap
GNTY,Guaranty Bancshares Inc,Financials,Common stocks,Small cap
RRBI,"Red River Bancshares, Inc.",Financials,Common stocks,Small cap
AMNB,American National Bankshares Inc,Financials,Common stocks,Small cap
FMAO,Farmers And Merchants Bancorp Inc,Financials,Common stocks,Small cap
CARE,Carter Bank & Trust,Financials,Common stocks,Small cap
WSBF,Waterstone Financial Inc,Financials,Common stocks,Small cap
FSBC,Five Star Bancorp,Financials,Common stocks,Small cap
CZNC,Citizens And Northern Corp,Financials,Common stocks,Small cap
ALRS,Alerus Financial Corporation,Financials,Common stocks,Small cap
HMST,Homestreet Inc,Financials,Common stocks,Small cap
NBN,Northeast Bancorp,Financials,Common stocks,Small cap
CZFS,"Citizens Financial Services, Inc.",Financials,Common stocks,Small cap
CSTR,Capstar Financial Holdings Inc,Financials,Common stocks,Small cap
FLIC,First Of Long Island Corp,Financials,Common stocks,Small cap
JMSB,John Marshall Bancorp Inc.,Financials,Common stocks,Small cap
PFIS,Peoples Financial Services Corp,Financials,Common stocks,Small cap
BWB,Bridgewater Bancshares Inc.,Financials,Common stocks,Small cap
WTBA,West Bancorporation Inc,Financials,Common stocks,Small cap
PFHD,Professional Holding Corp. - Class A,Financials,Common stocks,Small cap
RBB,RBB Bancorp,Financials,Common stocks,Micro cap
SBT,"Sterling Bancorp, Inc.",Financials,Common stocks,Micro cap
ESQ,Esquire Financial Holdings Inc.,Financials,Common stocks,Micro cap
FISI,Financial Institutions Inc,Financials,Common stocks,Micro cap
FNLC,First Bancorp Inc.,Financials,Common stocks,Micro cap
HBCP,Home Bancorp Inc,Financials,Common stocks,Micro cap
SHBI,Shore Bancshares Inc,Financials,Common stocks,Micro cap
PCSB,PCSB Financial Corporation,Financials,Common stocks,Micro cap
CIVB,Civista Bancshares Inc,Financials,Common stocks,Micro cap
ACNB,ACNB Corporation,Financials,Common stocks,Micro cap
OBT,"Orange County Bancorp, Inc. /DE/",Financials,Common stocks,Micro cap
SMMF,Summit Financial Group Inc,Financials,Common stocks,Micro cap
FDBC,Fidelity D & D Bancorp Inc.,Financials,Common stocks,Micro cap
MVBF,MVB Financial Corp.,Financials,Common stocks,Micro cap
BSRR,Sierra Bancorp,Financials,Common stocks,Micro cap
NRIM,Northrim Bancorp Inc,Financials,Common stocks,Micro cap
SFST,Southern First Bancshares Inc,Financials,Common stocks,Micro cap
PBFS,"Pioneer Bancorp, Inc.",Financials,Common stocks,Micro cap
BLFY,Blue Foundry Bancorp,Financials,Common stocks,Micro cap
FBIZ,First Business Financial Services,Financials,Common stocks,Micro cap
CVCY,Central Valley Community Bancorp,Financials,Common stocks,Micro cap
UNTY,Unity Bancorp Inc,Financials,Common stocks,Micro cap
NWFL,Norwood Financial Corp,Financials,Common stocks,Micro cap
FRST,Primis Financial Corp.,Financials,Common stocks,Micro cap
CBNK,"Capital Bancorp, Inc.",Financials,Common stocks,Micro cap
BCML,Baycom Corp,Financials,Common stocks,Micro cap
TSBK,Timberland Bancorp Inc,Financials,Common stocks,Micro cap
FSBW,FS Bancorp Inc,Financials,Common stocks,Micro cap
BCBP,BCB Bancorp Inc,Financials,Common stocks,Micro cap
TCBX,"Third Coast Bancshares, Inc.",Financials,Common stocks,Micro cap
USCB,U.S. Century Bank Class A,Financials,Common stocks,Micro cap
MBCN,Middlefield Banc Corp,Financials,Common stocks,Micro cap
ORRF,Orrstown Financial Services Inc,Financials,Common stocks,Micro cap
BSVN,Bank7 Corp.,Financials,Common stocks,Micro cap
PKBK,Parke Bancorp Inc,Financials,Common stocks,Micro cap
NECB,"Northeast Community Bancorp, Inc.",Financials,Common stocks,Micro cap
SSBK,"Southern States Bancshares, Inc.",Financials,Common stocks,Micro cap
CVLY,Codorus Valley Bancorp Inc,Financials,Common stocks,Micro cap
CHMG,Chemung Financial Corp,Financials,Common stocks,Micro cap
PCB,Pacific City Financial Corporation,Financials,Common stocks,Micro cap
NKSH,National Bankshares Inc,Financials,Common stocks,Micro cap
VABK,Virginia National Bankshares Corporation,Financials,Common stocks,Micro cap
PLBC,Plumas Bancorp,Financials,Common stocks,Micro cap
OVLY,Oak Valley Bancorp,Financials,Common stocks,Micro cap
COFS,"ChoiceOne Financial Services, Inc.",Financials,Common stocks,Micro cap
BWFG,Bankwell Financial Group Inc,Financials,Common stocks,Micro cap
VBNK,VersaBank,Financials,Common stocks,Micro cap
TCFC,Community Financial Corp,Financials,Common stocks,Micro cap
BRBS,"Blue Ridge Bankshares, Inc.",Financials,Common stocks,Micro cap
PDLB,PDL Community Bancorp,Financials,Common stocks,Micro cap
CFFI,C And F Financial Corp,Financials,Common stocks,Micro cap
LCNB,LCNB Corporation,Financials,Common stocks,Micro cap
EVBN,Evans Bancorp Inc,Financials,Common stocks,Micro cap
ATLO,Ames National Corp,Financials,Common stocks,Micro cap
WNEB,Western New England Bancorp Inc,Financials,Common stocks,Micro cap
BPRN,The Bank Of Princeton,Financials,Common stocks,Micro cap
MYFW,First Western Financial Inc.,Financials,Common stocks,Micro cap
MNSB,"MainStreet Bancshares, Inc.",Financials,Common stocks,Micro cap
PEBK,Peoples Bancorp Of North Carolina,Financials,Common stocks,Micro cap
CBAN,Colony Bankcorp Inc,Financials,Common stocks,Micro cap
FGBI,First Guaranty Bancshares Inc,Financials,Common stocks,Micro cap
SUPV,Grupo Supervielle SA ADRs of Class B,Financials,ADRs,Micro cap
TBNK,Territorial Bancorp Inc,Financials,Common stocks,Micro cap
CALB,California BanCorp,Financials,Common stocks,Micro cap
WMPN,William Penn Bancorporation,Financials,Common stocks,Micro cap
FVCB,FVCBankcorp Inc,Financials,Common stocks,Micro cap
ESSA,Essa Bancorp Inc,Financials,Common stocks,Micro cap
PWOD,Penns Woods Bancorp Inc,Financials,Common stocks,Micro cap
INBK,First Internet Bancorp,Financials,Common stocks,Micro cap
HWBK,Hawthorn Bancshares Inc,Financials,Common stocks,Micro cap
MRBK,Meridian Corporation,Financials,Common stocks,Micro cap
FCCO,First Community Corp,Financials,Common stocks,Micro cap
ISTR,Investar Holding Corp,Financials,Common stocks,Micro cap
LMST,Limestone Bancorp Inc,Financials,Common stocks,Micro cap
BSBK,Bogota Financial Corp.,Financials,Common stocks,Micro cap
SAL,Salisbury Bancorp Inc,Financials,Common stocks,Micro cap
OPBK,OP Bancorp,Financials,Common stocks,Micro cap
FRAF,Franklin Financial Services Corporation,Financials,Common stocks,Micro cap
RNDB,Randolph Bancorp Inc,Financials,Common stocks,Micro cap
HNVR,"Hanover Bancorp, Inc.",Financials,Common stocks,Micro cap
FNWD,Finward Bancorp,Financials,Common stocks,Micro cap
PTRS,Partners Bancorp,Financials,Common stocks,Micro cap
PVBC,Provident Bancorp,Financials,Common stocks,Micro cap
FFNW,First Financial Northwest Inc,Financials,Common stocks,Micro cap
FNCB,FNCB Bancorp Inc.,Financials,Common stocks,Micro cap
EBMT,Eagle Bancorp Montana Inc,Financials,Common stocks,Micro cap
FRBA,First Bank,Financials,Common stocks,Micro cap
FINW,Finwise Bancorp,Financials,Common stocks,Micro cap
MLVF,Malvern Bancorp Inc,Financials,Common stocks,Micro cap
PBIP,Prudential Bancorp Inc,Financials,Common stocks,Micro cap
RMBI,"Richmond Mutual Bancorporation, Inc.",Financials,Common stocks,Micro cap
OFED,Oconee Federal Financial Corp,Financials,Common stocks,Micro cap
CZWI,Citizens Community Bancorp Inc,Financials,Common stocks,Micro cap
FUNC,First United Corp,Financials,Common stocks,Micro cap
OPOF,Old Point Financial Corp,Financials,Common stocks,Micro cap
FSFG,First Savings Financial Group Inc,Financials,Common stocks,Micro cap
RVSB,Riverview Bancorp Inc,Financials,Common stocks,Micro cap
OVBC,Ohio Valley Banc Corp,Financials,Common stocks,Micro cap
BFIN,Bankfinancial Corp,Financials,Common stocks,Micro cap
FNWB,First Northwest Ban,Financials,Common stocks,Micro cap
CWBC,Community West Bancshares,Financials,Common stocks,Micro cap
CBFV,Cb Financial Services Inc,Financials,Common stocks,Micro cap
UBFO,United Security Bancshares,Financials,Common stocks,Micro cap
LARK,Landmark Bancorp Inc,Financials,Common stocks,Micro cap
CFBK,Central Federal Corp,Financials,Common stocks,Micro cap
UBOH,United Bancshares Inc,Financials,Common stocks,Micro cap
UNB,Union Bankshares Inc,Financials,Common stocks,Micro cap
FXNC,First National Corporation,Financials,Common stocks,Micro cap
SFBC,Sound Financial Bancorp Inc,Financials,Common stocks,Micro cap
PROV,Provident Financial Holdings Inc,Financials,Common stocks,Micro cap
SBFG,SB Financial Group Inc,Financials,Common stocks,Micro cap
AFBI,"Affinity Bancshares, Inc.",Financials,Common stocks,Micro cap
RBKB,"Rhinebeck Bancorp, Inc.",Financials,Common stocks,Micro cap
EMCF,Emclaire Financial Corp,Financials,Common stocks,Micro cap
UBCP,United Bancorp Inc,Financials,Common stocks,Micro cap
BKSC,Bank Of South Carolina,Financials,Common stocks,Micro cap
HMNF,Hmn Financial Inc,Financials,Common stocks,Micro cap
CULL,"Cullman Bancorp, Inc.",Financials,Common stocks,Micro cap
PBHC,Pathfinder Bancorp Inc,Financials,Common stocks,Micro cap
AUBN,Auburn National Bancorporation Inc,Financials,Common stocks,Micro cap
VBFC,Village Bank And Trust Financial,Financials,Common stocks,Micro cap
FCAP,First Capital Inc,Financials,Common stocks,Micro cap
FRBK,Republic First Bancorp Inc,Financials,Common stocks,Micro cap
MGYR,Magyar Bancorp Inc,Financials,Common stocks,Micro cap
TCBC,"TC Bancshares, Inc.",Financials,Common stocks,Micro cap
BAFN,BayFirst Financial Corp.,Financials,Common stocks,Micro cap
CIZN,Citizens Holding,Financials,Common stocks,Micro cap
SSBI,Summit State Bank,Financials,Common stocks,Micro cap
FSEA,First Seacoast Bancorp,Financials,Common stocks,Micro cap
FFBW,"FFBW, Inc.",Financials,Common stocks,Micro cap
HVBC,HV Bancorp Inc.,Financials,Common stocks,Micro cap
CLST,"Catalyst Bancorp, Inc.",Financials,Common stocks,Micro cap
ASRV,Ameriserv Financial Inc,Financials,Common stocks,Micro cap
LSBK,Lake Shore Bancorp Inc,Financials,Common stocks,Micro cap
BCOW,"1895 Bancorp of Wisconsin, Inc.",Financials,Common stocks,Micro cap
CFSB,"CFSB Bancorp, Inc.",Financials,Common stocks,Micro cap
BYFC,Broadway Financial Corp,Financials,Common stocks,Micro cap
IROQ,If Bancorp Inc,Financials,Common stocks,Micro cap
HFBL,Home Federal Bancorp Inc,Financials,Common stocks,Micro cap
BOTJ,Bank Of The James Financial Group,Financials,Common stocks,Micro cap
KFFB,Kentucky First Federal Bancorp,Financials,Common stocks,Micro cap
NSTS,"NSTS Bancorp, Inc.",Financials,Common stocks,Micro cap
TCBS,"Texas Community Bancshares, Inc.",Financials,Common stocks,Micro cap
CNNB,"Cincinnati Bancorp, Inc.",Financials,Common stocks,Micro cap
FUSB,First Us Bancshares Inc,Financials,Common stocks,Micro cap
PBBK,"PB Bankshares, Inc.",Financials,Common stocks,Micro cap
SI,Silvergate Capital Corporation Class A,Financials,Common stocks,Micro cap
PNBK,Patriot National Bancorp Inc,Financials,Common stocks,Micro cap
MSVB,Mid-Southern Bancorp Inc.,Financials,Common stocks,Micro cap
WVFC,Wvs Financial Corp,Financials,Common stocks,Micro cap
OPHC,Optimumbank Holdings Inc.,Financials,Common stocks,Micro cap
GBNY,"Generations Bancorp NY, Inc.",Financials,Common stocks,Micro cap
GLBZ,Glen Burie Bancorp,Financials,Common stocks,Micro cap
CARV,Carver Bancorp Inc.,Financials,Common stocks,Micro cap
JPM,JP Morgan Chase & Co,Financials,Common stocks,Large cap
BAC,Bank of America Corp,Financials,Common stocks,Large cap
WFC,Wells Fargo,Financials,Common stocks,Large cap
HSBC,HSBC Holdings PLC ADRs,Financials,ADRs,Large cap
RY,Royal Bank Of Canada,Financials,Common stocks,Large cap
TD,The Toronto-Dominion Bank,Financials,Common stocks,Large cap
C,Citigroup Inc,Financials,Common stocks,Large cap
MUFG,Mitsubishi UFJ Financial Group Inc. ADRs,Financials,ADRs,Large cap
UBS,UBS Group AG ADRs,Financials,ADRs,Large cap
BMO,Bank Of Montreal,Financials,Common stocks,Large cap
SAN,Banco Santander SA ADRs,Health Care,ADRs,Large cap
BNS,The Bank Of Nova Scotia,Financials,Common stocks,Large cap
SMFG,Sumitomo Mitsui Financial Group Inc ADRs,Financials,ADRs,Large cap
ING,ING Groep NV ADRs,Information Technology,ADRs,Large cap
BBVA,Banco Bilbao Vizcaya Argentaria SA ADRs,Financials,ADRs,Large cap
CM,Canadian Imperial Bank Of Commerce,Financials,Common stocks,Large cap
NWG,NatWest Group plc ADRs,Financials,ADRs,Large cap
BCS,Barclays PLC ADRs,Financials,ADRs,Large cap
NU,Nu Holdings Ltd. Class A,Financials,Common stocks,Large cap
EWBC,East West Bancorp Inc,Financials,Common stocks,Mid cap
CS,Credit Suisse Group AG ADRs,Financials,ADRs,Mid cap
NTB,Bank Of Nt Butterfield & Son Ltd,Financials,Common stocks,Small cap
BUD,Anheuser-Busch InBev SA/NV ADRs,Consumer Staples,ADRs,Large cap
ABEV,Ambev SA ADRs,Consumer Staples,ADRs,Large cap
FMX,Fomento Economico Mexicano SAB de CV ADRs,Consumer Staples,ADRs,Large cap
TAP,Molson Coors Brewing Class B,Consumer Staples,Common stocks,Large cap
TAP.A,Molson Coors Brewing Class A,Consumer Staples,Common stocks,Large cap
SAM,Boston Beer Inc Class A,Consumer Staples,Common stocks,Mid cap
CCU,Compania Cervecerias Unidas SA ADRs,Consumer Staples,ADRs,Mid cap
SBEV,Splash Beverage Group Inc,Consumer Staples,Common stocks,Micro cap
KO,Coca-Cola,Consumer Staples,Common stocks,Large cap
PEP,Pepsico Inc,Consumer Staples,Common stocks,Large cap
MNST,Monster Beverage Corp,Consumer Staples,Common stocks,Large cap
KDP,Keurig Dr Pepper Inc.,Consumer Staples,Common stocks,Large cap
CCEP,Coca-Cola European Partners Plc,Consumer Staples,Common stocks,Large cap
